Schooling,Year, thinness  1-19 years, thinness 5-9 years,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles ,Income composition of resources,under-five deaths ,Polio,Total expenditure,Population, HIV/AIDS,GDP,Life
13.5,2008,0.9,0.9,8,0,11.53,18961.3486,94,1,0.887,0,96,7.34,48865,0.1,114293.8433,80
13.5,2007,0.9,0.9,82,0,11.75,267.051312,87,0,0.877,0,96,6.8,479993,0.1,1618.4928,79.7
13.5,2006,0.9,0.9,85,0,11.98,15345.4907,95,8,0.88,0,99,7.75,472637,0.1,89739.7117,79.4
13.5,2005,1,0.9,9,0,11.84,1346.246697,95,0,0.874,0,99,7.95,465158,0.1,8289.69641,78.8
13.5,2004,1,0.9,92,0,12.42,12372.05188,94,0,0.867,0,99,8.2,45895,0.1,75716.3518,78.7
13.6,2003,1,0.9,92,0,12.61,10111.38928,95,1,0.865,0,99,7.67,45163,0.1,65445.8853,78.6
13.5,2002,1,0.9,95,0,12.91,910.5062778,95,0,0.86,0,99,8.27,446175,0.1,5293.64115,78.3
13.4,2001,1,1,96,0,12.89,7877.33656,86,0,0.854,0,99,7.4,441525,0.1,48179.4285,78
13.5,2000,1,1,98,0,13.14,8246.130437,77,0,0.848,0,99,7.48,4363,0.1,48735.99549,77.8
10.3,2015,7.1,7.1,22,28,,0,69,3,0.511,38,71,,2423488,0.3,41.8575951,65.5
10.3,2014,7.2,7.1,225,29,0.01,5.339065673,73,3,0.509,39,73,3.4,2358981,0.3,452.4631926,65.1
10.3,2013,7.3,7.2,23,29,0.87,79.50882493,74,6,0.508,40,73,4.15,22961146,0.4,461.723722,64.7
10.2,2012,7.4,7.3,235,30,0.87,59.97914461,7,2,0.506,42,71,3.46,22346573,0.4,443.9611,64.3
10.2,2011,7.5,7.4,241,31,0.97,78.79967196,73,0,0.504,43,73,4.24,21743949,0.4,454.963464,63.8
10.2,2010,7.6,7.5,248,32,1.03,76.60442169,7,1,0.503,45,7,4.86,2115164,0.5,412.739341,63.3
9.7,2009,7.7,7.6,254,33,0.91,71.16601203,77,0,0.5,47,76,4.7,2569121,0.5,415.6893226,62.8
9.4,2008,7.8,7.7,259,34,0.68,6.448762615,77,3,0.491,49,77,4.5,19996469,0.5,47.733254,62.3
9.1,2007,7.9,7.8,261,35,0.71,55.43034455,84,0,0.483,51,83,4.98,19433523,0.6,377.8482928,61.9
9,2006,8,7.9,263,36,0.68,38.41870375,82,2,0.478,54,83,5.11,1888268,0.6,292.157443,61.4
8.9,2005,8.1,8,265,37,0.72,33.74786198,81,0,0.473,56,8,5.3,18336724,0.6,274.819723,69
8.7,2004,8.2,8.1,267,38,0.81,23.72796328,71,35558,0.466,58,74,4.89,1782997,0.6,245.1235876,64
8.5,2003,8.3,8.3,268,40,0.93,37.12894787,61,62233,0.457,60,65,4.81,17279141,0.7,316.7998965,59.9
8.3,2002,8.5,8.4,271,41,0.9,47.5262138,51,10795,0.462,63,61,5.29,16765117,0.7,262.2859481,59.3
8.2,2001,8.6,8.5,276,42,1.05,42.56331585,,9357,0.456,65,6,5.17,1626932,0.7,278.555732,58.7
8,2000,8.7,8.6,283,44,1.16,35.66125056,,35256,0,68,58,5.8,1576686,0.6,245.939659,57.9
10.8,2015,6.4,6.2,365,26,,0,88,0,0.473,38,88,,1757367,4.8,362.6575444,58.3
10.7,2014,6.5,6.3,377,27,0.01,59.48744893,91,3,0.466,40,87,11.38,1768838,5.1,354.7253961,57.6
10.7,2013,6.5,6.4,394,29,0.01,55.83107625,89,1,0.459,42,89,1.96,16577147,6.3,332.922339,56.7
10.7,2012,6.6,6.5,42,31,0.01,82.76865922,96,11,0.454,46,95,12.6,169735,8.3,374.51882,55.3
10.6,2011,6.7,6.6,441,32,1.23,13.77617463,97,26,0.444,50,97,11.67,15627618,11.2,512.125451,54.1
10.2,2010,6.8,6.7,462,35,1.08,9.728005297,93,118712,0.43,54,86,1.5,1516795,13.7,458.8681744,52.9
9.9,2009,6.9,6.8,491,36,1.16,7.915071248,93,21,0.415,56,93,1.18,1471462,14.9,42.7379657,51.5
9.6,2008,7,6.9,525,36,1.27,74.34482999,91,20,0.4,58,92,1.7,14271234,16.9,372.842678,50
9.7,2007,7.1,7,559,37,1.18,4.269511381,87,143,0.387,59,88,9.31,1384969,19.3,32.2227274,48.5
9.6,2006,7.3,7.1,587,38,1.18,6.847033785,99,1,0.377,61,99,8.99,13429262,21.1,297.6971211,47.1
9.7,2005,7.4,7.2,66,39,1.04,5.670640102,93,184,0.371,62,94,8.2,1339711,22.4,28.3673842,46
10,2004,7.5,7.4,615,40,1.11,58.13583343,89,1116,0.366,65,94,7.82,1267638,23.4,274.2256294,45.1
10.3,2003,7.6,7.5,613,43,1.08,4.375316094,84,167,0.362,70,85,6.35,12336687,24.2,26.152517,44.6
10.4,2002,7.7,7.6,67,46,1.1,3.885394742,64,92,0.388,75,79,4.82,1213711,24.7,29.9798977,44
10.1,2001,7.9,7.7,599,48,1.15,12.79760626,,150,0.387,80,86,5.7,11695863,25.1,146.7615397,43.5
10.7,2000,8,7.9,588,51,1.18,13.76270195,,304,0.391,84,73,6.7,11376172,25.5,153.2594872,43.1
13.1,2015,7.5,7.3,123,4,,0,99,1318,0.787,4,99,,3723155,0.1,9643.644683,75
13,2014,7.6,7.4,126,4,0.52,721.3655432,96,221,0.783,4,97,4.17,322817,0.1,11183.96191,74.8
12.9,2013,7.8,7.6,128,3,0.53,110.6779711,96,195,0.779,4,97,4.2,2976724,0.1,1882.27842,74.6
12.9,2012,7.9,7.7,129,3,0.53,101.609245,97,1868,0.776,4,97,4.1,2917456,0.1,1779.49641,74.5
13,2011,8,7.8,13,3,0.51,9.23002632,96,1569,0.774,4,96,3.89,28635128,0.1,145.1262,74.3
12.8,2010,8.2,8,131,3,0.49,65.56659662,96,73,0.764,4,96,3.99,28112289,0.1,971.356987,74.1
12.6,2009,8.3,8.2,131,3,0.47,431.5452472,96,153,0.756,4,97,3.97,2765383,0.1,7326.744435,74
12.5,2008,8.5,8.3,132,3,0.47,438.4519214,97,334,0.747,4,97,3.47,2711169,0.1,8513.629541,73.8
12.3,2007,8.7,8.5,133,3,0.43,409.9812523,96,394,0.736,4,97,3.61,26625845,0.1,7269.17114,73.7
12.7,2006,8.8,8.6,134,3,0.42,365.9113978,95,564,0.732,4,95,3.65,26143566,0.1,6222.982955,73.6
12.9,2005,9,8.8,135,3,0.46,297.5913833,96,1407,0.734,4,96,3.29,25659393,0.1,5593.822995,73.4
12.7,2004,9.2,8.9,137,3,0.49,315.6639322,94,5729,0.731,4,95,3.74,2517419,0.1,4955.477743,73.2
12.1,2003,9.3,9.1,138,3,0.48,264.2496129,95,632,0.724,4,96,3.95,2468873,0.1,4463.675893,73.1
12,2002,9.5,9.3,14,4,0.49,216.7029481,95,408,0.723,4,94,3.4,24198811,0.1,4167.364387,72.9
11.9,2001,9.7,9.4,144,4,0.53,210.2417002,95,2198,0.725,5,95,3.4,2369897,0.1,3915.11546,72.7
11.6,2000,9.8,9.6,149,4,0.54,23.37167228,97,6187,0.715,5,98,3.4,2318568,0.1,445.17471,72.4
12.7,2015,13.6,13.6,61,0,,0,99,0,0.701,0,99,,49163,0.1,8395.785198,78.5
12.7,2014,13.6,13.7,62,0,0.01,2051.748615,99,0,0.693,0,99,13.73,41,0.1,7716.2415,78.2
12.4,2013,13.7,13.8,64,0,0.01,1626.591186,99,0,0.683,0,99,11.16,393,0.1,7112.33575,77.9
12.1,2012,13.8,13.9,65,0,0.01,1259.940376,99,0,0.675,0,99,9.16,385,0.1,6541.7465,77.6
11.8,2011,13.9,14,67,0,1.92,1079.893546,96,0,0.663,0,96,8.11,377,0.1,6497.55443,77.3
11.6,2010,14,14.1,73,0,1.83,91.13971812,97,0,0.653,0,97,7.93,367,0.1,633.79498,76.7
11.8,2009,14.1,14.2,75,0,1.59,100.503021,98,6,0.651,0,98,9.22,36,0.1,597.1659,76.3
11.8,2008,14.2,14.3,81,0,1.76,1077.712092,98,0,0.641,0,98,9.3,362,0.1,5828.621374,75.9
11.9,2007,14.3,14.4,82,0,1.78,6.491488598,98,20,0.632,0,98,6.64,349,0.1,52.862285,75.4
12,2006,14.3,14.5,88,0,1.62,659.8499118,98,47,0.622,0,98,7.37,333,0.1,4428.522898,75
12.1,2005,14.4,14.5,93,0,1.47,620.9518909,98,1395,0.625,0,98,9.52,321,0.1,3488.493769,74.3
12.2,2004,14.5,14.6,16,0,1.6,611.9093566,97,37,0.617,0,96,5.89,312,0.1,3853.33348,73.4
11.8,2003,14.6,14.7,112,0,1.75,491.4978908,98,75,0.601,0,98,5.9,34,0.1,3432.247841,72.7
12,2002,14.6,14.7,124,0,1.95,4.299053392,98,926,0.597,0,98,5.78,297,0.1,32.37239,71.8
11.8,2001,14.7,14.8,129,0,1.98,41.30688803,98,0,0.587,0,97,5.84,292,0.1,298.67598,78
11.3,2000,14.8,14.8,139,0,1.83,300.1621026,96,20,0.577,0,98,8,286,0.1,2182.99711,69.6
8.4,2015,7.7,7.5,266,52,,0,64,215,0.438,84,66,,1746795,1.5,729.725338,58.2
8.2,2014,7.9,7.7,272,52,0.01,46.56231672,73,290,0.43,85,74,6.86,16962846,1.6,825.5729915,57.8
8,2013,8.1,7.9,275,53,0.01,36.86104319,69,221,0.421,86,7,6.58,16477818,1.6,777.659139,57.3
7.7,2012,8.3,8.1,27,53,0.01,96.5465827,66,341,0.411,88,72,6.47,16667,1.5,777.3476868,57.2
7.5,2011,8.5,8.3,271,54,0.61,101.8113996,66,24,0.404,90,72,6.59,1554989,1.5,835.88998,56.8
7.3,2010,8.8,8.5,273,54,0.6,9.585584394,72,1719,0.396,91,77,6.35,157585,1.5,78.377632,56.5
7.1,2009,9,8.8,276,55,0.59,84.63438925,71,2939,0.385,93,77,6.85,1466597,1.6,697.153124,56
5.8,2008,9.2,9,278,55,0.57,102.1413744,74,98,0.36,94,74,6.74,14138216,1.6,689.6784228,55.5
6.4,2007,9.4,9.3,282,56,0.55,81.8405007,74,2,0.363,96,76,6.97,1367566,1.7,595.6368319,55
6.1,2006,9.7,9.5,288,57,0.53,67.70920683,9,128,0.35,98,79,6.56,1322764,1.8,521.6425796,54.3
5.8,2005,9.9,9.7,29,57,0.55,60.21211141,83,33,0.338,101,78,6.34,12798763,1.9,487.942556,53.6
5.5,2004,1.1,1,296,58,0.49,57.11644801,73,172,0.333,103,7,6.28,1239196,2,439.3572924,52.8
5.2,2003,1.3,1.2,299,59,0.54,6.660451777,79,232,0.318,106,67,6.25,125128,2.2,391.791281,52
4.9,2002,1.5,1.5,31,60,0.53,3.67646576,,717,0.308,108,65,6.32,11638929,2.3,334.22416,51.2
4.6,2001,1.8,1.7,34,60,0.51,4.395885717,,4464,0.297,110,56,6.39,11293258,2.4,36.8473237,55
4.4,2000,11,1.9,37,60,0.47,23.94507124,,1578,0.291,111,53,6.29,196769,2.5,269.3483829,49.8
14.6,2015,0.8,0.8,54,0,,0,95,2,0.853,0,97,,431874,0.1,23819.4636,81.7
14.3,2014,0.8,0.8,55,0,8.49,409.6000248,9,0,0.847,0,99,9.75,427364,0.1,2618.92599,81.4
14.2,2013,0.8,0.7,57,0,8.58,374.2947283,94,0,0.828,0,99,9.89,423374,0.1,2393.1888,81.1
14.1,2012,0.8,0.7,58,0,7.67,343.123395,93,0,0.821,0,99,9.95,419455,0.1,2193.8836,81
14.8,2011,0.8,0.7,59,0,6.91,3601.287457,82,3,0.826,0,96,9.6,416268,0.1,22821.847,87
14.6,2010,0.8,0.7,62,0,7.91,278.0687051,75,0,0.819,0,76,8.3,41458,0.1,2187.79469,83
14.4,2009,0.8,0.7,63,0,7.38,335.5180568,86,1,0.815,0,73,8.33,412477,0.1,2675.58259,82
14.6,2008,0.7,0.7,64,0,7.14,2655.573684,86,1,0.813,0,72,8.15,49379,0.1,21928.767,80
14.4,2007,0.7,0.7,65,0,7.45,2578.888314,82,2,0.808,0,76,8.36,46724,0.1,19375.5696,79.6
14.8,2006,0.7,0.7,66,0,8.84,2380.699796,86,1,0.809,0,83,8.93,4538,0.1,16671.5672,79.3
14.8,2005,0.7,0.7,67,0,6.41,2247.035692,85,6,0.805,0,94,8.83,43834,0.1,15835.34667,79
14.2,2004,0.7,0.7,69,0,6.53,203.3157499,85,4,0.797,0,89,8.46,41268,0.1,1519.5497,78.7
13.8,2003,0.7,0.7,71,0,6.7,1678.392773,89,4,0.79,0,94,8.6,398582,0.1,13689.98999,78.5
13.8,2002,0.7,0.7,75,0,5.73,1552.740429,,7,0.786,0,95,7.86,395969,0.1,11843.9392,78.2
13.7,2001,0.7,0.7,79,0,5.62,130.0150391,,2,0.783,0,95,7.11,39328,0.1,1121.78636,77.8
13.8,2000,0.8,0.7,8,0,5.59,134.3547253,,2,0.779,0,94,6.83,3987,0.1,1139.5651,77.5
0,2013,0.1,0.1,,0,0.01,871.8783173,8,0,,0,79,17.24,,0.1,3617.752354,
8.5,2015,7.8,7.5,25,8,,0,73,1,0.513,12,67,,4182341,0.9,1158.256469,63.1
8.5,2014,8,7.7,26,8,0.01,80.92679802,84,14,0.509,12,84,3.77,46392,0.9,1326.66882,63
8.2,2013,8.1,7.9,28,8,0.01,8.88028118,8,62,0.501,12,8,3.63,394617,1.1,145.57838,62.7
7.8,2012,8.3,8.1,29,8,0.01,62.48419552,8,35,0.491,12,8,3.36,383239,1.2,1364.283745,62.5
7.7,2011,8.5,8.3,212,8,0.01,79.27658464,75,234,0.487,12,73,2.87,3717672,1.2,1393.261593,62.2
7.6,2010,8.7,8.5,214,8,0.01,8.353074798,64,1292,0.484,12,52,3.28,369543,1.2,123.383675,62
7.1,2009,8.9,8.7,215,8,0.01,11.14504291,64,322,0.476,12,63,3.79,356288,1.2,146.83851,61.7
7.2,2008,9.2,8.9,217,8,0.02,61.76263795,74,4,0.475,12,73,3.23,347541,1.3,1167.535689,61.4
7.4,2007,9.4,9.1,219,8,0.02,7.35400072,74,11,0.475,12,75,3.54,3312665,1.3,113.3128,61.2
7.2,2006,9.6,9.4,221,8,0.01,55.79836969,68,22,0.466,12,68,3.21,322653,1.3,944.134851,69
7.2,2005,9.8,9.6,223,8,0.01,55.12187071,42,127,0.461,12,71,4.21,31372,1.3,697.7451989,66
6.7,2004,1,9.8,224,8,0.01,5.00378288,,5039,0.451,12,68,4.7,342823,1.3,62.547286,64
6.6,2003,1.3,1.1,226,8,0.01,29.65370899,,3611,0.447,12,75,4.53,2957117,1.3,528.586613,63
6.5,2002,1.5,1.3,228,7,0.02,4.113190741,,883,0.446,12,91,5.31,2873228,1.2,46.9542322,62
6.5,2001,1.7,1.5,229,7,0.01,28.782245,,1398,0.444,12,75,4.34,279729,1.2,464.229758,61
6.4,2000,1.9,1.7,23,7,0.03,8.594570232,,0,0.443,11,58,5.26,279359,1.1,477.476124,60
15.2,2015,6.9,6.8,146,0,,0,97,0,0.779,0,98,,126265,0.1,9252.11724,74.6
14.7,2014,7,6.9,148,0,0.01,115.2784282,97,0,0.769,0,98,4.81,126934,0.1,1153.93822,74.2
14.7,2013,7,7,147,0,0.01,917.467628,98,0,0.765,0,98,4.82,1258653,0.1,9637.265,74.1
14.3,2012,7.1,7,154,0,0.01,915.1859205,98,0,0.756,0,98,4.76,1255882,0.1,9291.227619,73.9
14.1,2011,7.1,7.1,158,0,3.03,918.807245,98,2,0.748,0,98,5.2,125244,0.1,9197.26972,73.6
14,2010,7.2,7.2,163,0,2.95,0.108055973,99,12,0.74,0,99,5.29,1254,0.2,8.376432,73.3
13.8,2009,7.3,7.3,166,0,2.83,624.2361828,99,15,0.734,0,99,4.97,1247429,0.1,7318.12641,72.8
13.6,2008,7.4,7.3,166,0,2.49,6.6489825,99,12,0.728,0,99,4.6,1244121,0.1,83.635,72.7
13.5,2007,7.5,7.4,161,0,3.24,582.5143743,97,13,0.72,0,96,4.24,123963,0.1,6574.654338,72.9
13.4,2006,7.6,7.5,165,0,3.73,502.3844946,97,3,0.713,0,98,4.38,1233996,0.1,5695.969327,71.8
13,2005,7.7,7.6,168,0,3.94,479.9234077,97,7,0.704,0,97,4.47,1228254,0.1,5116.45424,72.1
12.8,2004,7.8,7.7,168,0,4.16,509.3899943,98,28,0.696,0,98,4.29,12213,0.1,5229.876738,71.9
12.6,2003,7.9,7.8,174,0,4.08,407.779262,97,777,0.687,0,99,4.15,121337,0.1,4623.347642,71.5
12.5,2002,7.9,7.9,179,0,4.14,369.6317105,88,0,0.683,0,88,4.24,124621,0.1,3957.51296,71.5
12.2,2001,8,8,177,0,4.38,70.15536981,92,0,0.673,0,93,3.87,1196287,0.1,3792.182152,71.5
12.1,2000,8.1,8.1,177,0,4.6,336.3213326,88,0,0.667,0,88,3.78,1186873,0.1,3861.32414,71
13.3,2015,1.5,1.5,122,30,,0,82,0,0.758,35,87,,12589949,0.1,9143.128494,76.7
13.1,2014,1.6,1.5,122,31,5.26,168.173753,84,3,0.754,36,87,6.3,1242216,0.1,1452.27766,76.6
12.9,2013,1.6,1.5,12,32,5.23,150.408875,82,0,0.753,37,83,6.3,122535969,0.1,1298.86766,76.6
12.7,2012,1.6,1.5,123,33,5.29,112.696486,99,0,0.748,38,99,6.21,1282837,0.1,982.532572,76.3
12.6,2011,1.6,1.6,124,34,5.3,1117.196097,98,3,0.745,39,97,6.4,119917,0.1,9834.472689,76.1
12.5,2010,1.6,1.6,127,35,5.21,1033.039737,93,0,0.739,40,95,6.39,117318941,0.1,8959.581416,75.6
12.5,2009,1.7,1.6,13,36,5.27,881.7364327,95,0,0.738,42,95,6.6,11555228,0.1,7748.12331,75.7
12.3,2008,1.7,1.6,127,37,5.36,159.8772264,97,0,0.735,43,96,6.6,11366189,0.1,9689.52887,75.6
12.3,2007,1.7,1.7,123,38,5.35,105.7476131,98,0,0.731,45,98,5.92,111836346,0.1,933.341687,76
12.2,2006,1.8,1.7,125,40,5.11,980.2537444,98,23,0.723,47,98,5.83,1192378,0.1,8767.92258,75.8
12.2,2005,1.8,1.7,126,42,4.93,998.3498049,98,6,0.719,49,98,6.4,18472228,0.1,7986.798439,75.3
12.1,2004,1.8,1.8,124,44,4.9,920.8284115,98,64,0.714,52,98,6.11,16995583,0.1,7199.59665,75.4
11.9,2003,1.9,1.8,127,46,4.88,781.2062828,98,44,0.708,55,98,6.2,1564453,0.1,6751.998987,75
11.6,2002,1.9,1.8,127,49,4.77,12.1859723,97,0,0.703,58,98,5.52,1435568,0.1,716.8219,75
11.6,2001,1.9,1.9,126,52,4.86,13.31109532,97,3,0.7,62,97,5.35,136768,0.1,731.378864,75
11.4,2000,2,1.9,129,55,4.99,10.22840118,97,30,0.694,66,97,4.98,11719673,0.1,672.92113,74.8
11.7,2015,0.2,0.2,166,0,,0,78,0,0.637,0,71,,,0.1,,69.4
11.7,2014,0.2,0.2,164,0,1.58,0,81,140,0.639,0,76,13.71,,0.1,,69.4
11.7,2013,0.2,0.2,166,0,1.67,0,83,0,0.641,0,81,13.38,,0.1,,69.2
11.7,2012,0.2,0.2,168,0,2.98,0,82,0,0.64,0,81,12.77,,0.1,,69
11.7,2011,0.2,0.2,169,0,1.89,0,83,0,0.638,0,83,13.76,,0.1,,68.9
11.5,2010,0.2,0.2,171,0,1.76,0,88,0,0.633,0,85,13.83,,0.1,,68.7
11.4,2009,0.2,0.2,172,0,2.06,0,89,0,0.629,0,81,13.44,,0.1,,68.5
11.2,2008,0.2,0.2,174,0,1.97,0,89,0,0.628,0,88,12.94,,0.1,,68.4
11,2007,0.2,0.2,175,0,1.64,0,9,0,0.625,0,79,11.99,,0.1,,68.2
10.9,2006,0.2,0.2,176,0,1.73,0,84,0,0.622,0,81,11.92,,0.1,,68
10.7,2005,0.2,0.2,178,0,1.9,0,91,0,0.617,0,94,12.11,,0.1,,67.9
10.5,2004,0.2,0.2,179,0,2.02,0,8,0,0.616,0,82,1.64,,0.1,,67.7
10.4,2003,0.2,0.2,18,0,3.15,0,89,0,0.612,0,88,9.69,,0.1,,67.5
10.2,2002,0.2,0.2,21,0,2.78,0,85,0,0.608,0,84,8.2,,0.1,,66.2
10.1,2001,0.3,0.2,183,0,2.82,0,81,0,0.604,0,79,8.58,,0.1,,67.2
0,2000,0.3,0.3,185,0,2.23,0,87,0,0,0,85,7.88,,0.1,,67
,2013,,,,0,0.01,0,99,0,,0,99,4.3,,0.1,,
14.8,2015,2.2,2.3,222,1,,0,99,20359,0.733,1,99,,2976877,0.1,3944.1839,68.8
14.8,2014,2.2,2.3,225,1,0.01,281.0023992,99,0,0.729,1,99,4.73,2923896,0.1,4181.583321,68.4
14.7,2013,2.2,2.3,227,1,0.01,241.1958645,98,0,0.72,1,98,4.21,286917,0.1,4385.379355,68.1
14.7,2012,2.2,2.3,231,1,0.01,253.8285861,99,0,0.712,2,99,4.22,2814226,0.1,4368.82248,67.8
14.6,2011,2.2,2.3,235,1,0.01,257.8403154,99,0,0.701,2,99,4.45,2761516,0.1,3769.595255,67.3
14.3,2010,2.2,2.3,25,1,5.8,22.31624272,96,7,0.693,2,96,4.7,271265,0.1,265.353659,66.3
13.8,2009,2.2,2.3,235,1,4.61,134.1678932,97,8,0.686,2,96,5.29,2668289,0.1,1717.898761,66.9
13.4,2008,2.2,2.3,225,2,4.26,181.0123284,96,31,0.673,2,95,5.58,2628131,0.1,2139.625631,67.4
13,2007,2.2,2.4,26,2,3.79,126.698109,98,12,0.661,2,99,5.6,259167,0.1,1634.81431,65.9
12.7,2006,2.2,2.4,271,2,2.91,122.1206485,98,26,0.649,2,98,4.68,255812,0.1,1334.651896,65
11.8,2005,2.3,2.4,274,2,2.75,98.68367951,98,0,0.637,2,99,5.9,2526446,0.1,998.8226671,64.5
11.2,2004,2.3,2.4,284,2,1.75,73.24150483,98,0,0.621,2,99,5.99,2496832,0.1,797.8377432,64
10.5,2003,2.4,2.5,271,2,1.31,56.05686428,98,18,0.609,2,98,6.18,2469286,0.1,646.561295,64
10.1,2002,2.4,2.5,263,2,2.43,55.60878216,98,1205,0.599,2,98,5.81,2443659,0.1,571.51883,63.8
9.4,2001,2.5,2.6,266,2,2.87,61.84921903,95,10677,0.588,3,95,5.45,2419776,0.1,524.145924,63.2
8.9,2000,2.6,2.6,274,2,2.79,56.431387,93,925,0.582,3,94,4.92,2397436,0.1,474.2133361,62.8
15.1,2015,1.8,1.8,16,0,,0,82,0,0.804,0,89,,622159,0.1,6461.192554,76.1
15.1,2014,1.8,1.9,17,0,0.01,726.0291764,87,0,0.803,0,91,6.42,62181,0.1,7378.345289,75.9
15.1,2013,1.8,1.9,19,0,0.01,707.144691,9,0,0.799,0,94,6.43,62127,0.1,7186.429787,75.8
15.1,2012,1.9,1.9,11,0,0.01,648.1331781,9,0,0.797,0,94,7.25,6261,0.1,6586.71929,75.6
15.1,2011,1.9,2,113,0,6.56,666.7374371,91,5,0.792,0,95,6.92,6279,0.1,7318.742449,75.4
15,2010,2,2,115,0,6.56,635.4849381,9,5,0.787,0,93,6.9,619428,0.1,6682.281158,75.3
14.6,2009,2,2.1,117,0,6.45,489.6818699,87,0,0.785,0,91,6.7,618294,0.1,6698.79439,75
14.2,2008,2.1,2.1,121,0,6.17,709.1311228,93,0,0.774,0,95,6.13,616969,0.1,7325.73474,74.6
13.6,2007,2.1,2.2,125,0,4.98,678.5188944,9,0,0.762,0,92,6.74,615875,0.1,5957.145693,74.2
13.2,2006,2.2,2.2,13,0,5.38,595.7306923,9,0,0.751,0,9,8.1,61525,0.1,4383.59597,73.8
12.8,2005,2.3,2.3,133,0,,527.3076721,,0,0.746,0,,8.46,614261,0.1,3674.617924,73.6
12.6,2004,2.3,2.4,134,0,0.01,57.12190146,,0,0.74,0,,8.45,613353,0.1,338.199535,73.5
0,2003,2.4,2.4,134,0,0.01,495.0782963,,0,0,0,,8.91,612267,0.1,2789.1735,73.5
0,2002,2.5,2.5,136,0,0.01,36.48024032,,0,0,0,,8.33,69828,0.1,216.243274,73.4
0,2001,2.5,2.6,136,0,0.01,33.66981355,,0,0,0,,8.23,67389,0.1,199.583957,73.3
0,2000,2.6,2.7,144,0,0.01,274.5472605,,0,0,0,,7.32,6495,0.1,1627.42893,73
12.1,2015,6.4,6.2,95,17,,0,99,17,0.645,20,99,,3483322,0.1,2847.285569,74.3
12.1,2014,6.4,6.2,96,18,0.43,198.7343495,99,10,0.64,21,99,5.91,3431882,0.1,3154.513484,74.1
12.1,2013,6.4,6.2,97,18,0.45,179.8598949,99,92,0.634,21,99,5.94,33824769,0.1,3111.762887,73.9
11.6,2012,6.3,6.2,99,19,0.55,19.15853732,99,668,0.623,22,99,6.15,33333789,0.1,294.746728,73.6
11.2,2011,6.3,6.2,14,19,0.54,22.0945504,98,982,0.612,22,98,5.99,32858823,0.1,339.91616,73.3
10.7,2010,6.3,6.2,11,20,0.56,183.6592186,98,633,0.603,23,99,5.86,3249639,0.1,2834.2472,72.8
10.5,2009,6.4,6.2,116,20,0.62,188.2902861,98,834,0.596,23,99,5.67,31989897,0.1,2861.5545,72.3
10.3,2008,6.4,6.3,123,21,0.51,171.3658969,97,1455,0.589,24,99,5.41,31596855,0.1,2884.94776,71.8
10,2007,6.4,6.3,128,21,0.56,157.6431445,95,2248,0.581,25,95,5.48,31225881,0.1,2494.353552,71.4
10,2006,6.4,6.3,133,22,0.58,127.7632005,95,1217,0.575,25,97,5.23,3869346,0.1,2191.478567,71
9.8,2005,6.5,6.3,137,22,0.47,9.469371264,96,0,0.569,26,98,5.6,35217,0.1,213.755559,77
9.6,2004,6.5,6.4,142,23,0.56,100.3638322,95,6399,0.561,27,97,5.22,3179285,0.1,1948.812275,72
9.3,2003,6.6,6.4,146,24,0.58,88.16506179,9,10841,0.551,28,91,5.25,29843937,0.1,1721.973863,69.9
8.8,2002,6.6,6.5,15,25,0.46,66.72933871,92,6000,0.54,29,94,5.31,29512368,0.1,1413.757176,69.5
8.5,2001,6.7,6.5,155,26,0.46,71.11645,84,2724,0.53,30,93,4.44,29181832,0.1,1336.775376,69
8,2000,6.7,6.6,16,27,0.45,63.42140024,43,7368,0.519,32,95,4.18,28849621,0.1,1332.382358,68.6
9.1,2015,3.6,3.5,355,60,,0,8,79,0.414,81,8,,281691,3.9,528.3125597,57.6
9.1,2014,3.6,3.5,375,61,0.01,54.91159475,79,9,0.409,84,79,6.98,27212382,4.1,623.2871141,56.7
9.1,2013,3.6,3.5,46,62,1.16,5.813338496,78,8,0.405,87,78,5.9,26434372,5.1,65.985681,55.3
9.2,2012,3.6,3.5,48,64,1.19,49.90987221,76,145,0.4,90,73,5.58,2567666,6.9,566.513873,54.8
9.5,2011,3.7,3.6,47,66,0.94,40.80617976,76,177,0.397,94,73,6.23,249395,9.6,526.5313517,54.3
9.3,2010,3.7,3.6,47,69,0.96,5.743393664,74,2321,0.39,98,73,5.38,2422145,10.8,419.2258149,54
9.2,2009,3.7,3.6,4,70,1.18,39.75216936,74,60,0.382,101,74,5.43,2352463,11.3,463.852618,53.8
8.8,2008,3.7,3.7,45,72,1.48,0.796915785,75,4,0.372,104,74,4.91,22846758,12.6,53.127719,53.2
8.2,2007,3.8,3.7,425,74,1.03,53.9502789,75,267,0.36,108,75,5.25,22188387,14.1,422.1461573,52.1
7.9,2006,3.8,3.7,434,78,1.2,58.59644487,75,183,0.353,113,73,6.51,21547463,16.3,385.7567141,51.2
7.3,2005,3.9,3.8,434,80,1.23,67.33378735,75,12598,0.341,117,71,6.87,29237,16.2,369.1545359,58
7,2004,3.9,3.8,429,82,1.54,46.58195631,76,9396,0.332,120,69,5.91,231275,15.9,336.3318145,54
6.7,2003,4,3.9,424,85,1.68,42.52689559,76,28898,0.318,124,67,6.39,19716598,15.3,283.8911588,51
